32.33333333333333,1
32.33333333333333,1
97.33333333333334,1
80.66666666666666,1
98.33333333333333,1
97.16666666666667,2
91.61111111111111,3
95.4861111111111,4
53.25,4
50.083333333333336,4
70,3
61.6872820341183,4
32.38479527465069,4
59.66666666666667,3
66.53498550865324,4
63.416666666666664,4
50.38670434821266,4
60.6326436340784,3
79.77777777777779,3
51.647829059429526,3
67.66666666666666,3
76.11111111111111,3
26.333333333333332,3
48.96512789823543,3
80.16666666666666,2
98.83333333333333,2
99,2
91.95559208963661,2
98.66666666666667,2
99.66666666666667,2
102.83333333333333,2
101.49999999999999,2
97.65942933817577,2
97.09083718667803,2
101.16666666666667,2
98,2
100.36241750907789,3
88.44444444444444,3
83.11111111111111,3
90.12875317307427,3
76.91823013069539,3
61.19698594986605,3
69.11111111111111,3
39,3
